,loading,Input,Match type,Approved symbol,Approved name,HGNC ID,Location
SEMA4G,0.019975112,SEMA4G,Approved symbol,SEMA4G,semaphorin 4G,HGNC:10735,10q24.31
MMP3,-0.019972253,MMP3,Approved symbol,MMP3,matrix metallopeptidase 3,HGNC:7173,11q22.2
SYT13,0.019970739,SYT13,Approved symbol,SYT13,synaptotagmin 13,HGNC:14962,11p11.2
KCNJ2-AS1,0.019956522,KCNJ2-AS1,Approved symbol,KCNJ2-AS1,KCNJ2 antisense RNA 1,HGNC:43720,17q24.3
CSGALNACT2,-0.019956201,CSGALNACT2,Approved symbol,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,HGNC:24292,10q11.21
MKRN1,0.019954719,MKRN1,Approved symbol,MKRN1,makorin ring finger protein 1,HGNC:7112,7q34
CCDC167,-0.019936722,CCDC167,Approved symbol,CCDC167,coiled-coil domain containing 167,HGNC:21239,6p21.2
GGT7,0.019931326,GGT7,Approved symbol,GGT7,gamma-glutamyltransferase 7,HGNC:4259,20q11.22
RHBDF2,-0.019926775,RHBDF2,Approved symbol,RHBDF2,rhomboid 5 homolog 2,HGNC:20788,17q25.1
MAD2L2,-0.019918135,MAD2L2,Approved symbol,MAD2L2,mitotic arrest deficient 2 like 2,HGNC:6764,1p36.22
RIMS4,0.019910542,RIMS4,Approved symbol,RIMS4,regulating synaptic membrane exocytosis 4,HGNC:16183,20q13.12
LRP8,-0.019908596,LRP8,Approved symbol,LRP8,LDL receptor related protein 8,HGNC:6700,1p32.3
C11orf1,0.019891245,C11orf1,Approved symbol,C11orf1,chromosome 11 open reading frame 1,HGNC:1163,11q23.1
RP11-61A14.1,0.019890033,RP11-61A14.1,Unmatched,RP11-61A14.1,,,
CTD-2269F5.1,0.019888628,CTD-2269F5.1,Unmatched,CTD-2269F5.1,,,
RECQL,-0.019888133,RECQL,Approved symbol,RECQL,RecQ like helicase,HGNC:9948,12p12.1
IHH,0.019884931,IHH,Approved symbol,IHH,Indian hedgehog signaling molecule,HGNC:5956,2q35
PLAU,-0.019877258,PLAU,Approved symbol,PLAU,"plasminogen activator, urokinase",HGNC:9052,10q22.2
OAF,0.019876702,OAF,Approved symbol,OAF,out at first homolog,HGNC:28752,11q23.3
RP5-1024G6.8,-0.019875462,RP5-1024G6.8,Unmatched,RP5-1024G6.8,,,
CPNE2,0.019874401,CPNE2,Approved symbol,CPNE2,copine 2,HGNC:2315,16q13
APLN,-0.019862472,APLN,Approved symbol,APLN,apelin,HGNC:16665,Xq26.1
SAMD13,0.019860329,SAMD13,Approved symbol,SAMD13,sterile alpha motif domain containing 13,HGNC:24582,1p31.1
GNB5,-0.019854009,GNB5,Approved symbol,GNB5,G protein subunit beta 5,HGNC:4401,15q21.2
ABCC1,-0.019852495,ABCC1,Approved symbol,ABCC1,ATP binding cassette subfamily C member 1,HGNC:51,16p13.11
TNFRSF8,-0.019852044,TNFRSF8,Approved symbol,TNFRSF8,TNF receptor superfamily member 8,HGNC:11923,1p36.22
OAS2,-0.019848166,OAS2,Approved symbol,OAS2,2'-5'-oligoadenylate synthetase 2,HGNC:8087,12q24.13
ENTPD1,-0.019842309,ENTPD1,Approved symbol,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1,HGNC:3363,10q24.1
ZDHHC23,0.019838565,ZDHHC23,Approved symbol,ZDHHC23,zinc finger DHHC-type palmitoyltransferase 23,HGNC:28654,3q13.31
MIAT,-0.019834381,MIAT,Approved symbol,MIAT,myocardial infarction associated transcript,HGNC:33425,22q12.1
MAZ,0.019834005,MAZ,Approved symbol,MAZ,MYC associated zinc finger protein,HGNC:6914,16p11.2
FCN3,-0.019814461,FCN3,Approved symbol,FCN3,ficolin 3,HGNC:3625,1p36.11
IL2RA,-0.019813657,IL2RA,Approved symbol,IL2RA,interleukin 2 receptor subunit alpha,HGNC:6008,10p15.1
SLC43A3,-0.019803655,SLC43A3,Approved symbol,SLC43A3,solute carrier family 43 member 3,HGNC:17466,11q12.1
TGFBI,-0.019792706,TGFBI,Approved symbol,TGFBI,transforming growth factor beta induced,HGNC:11771,5q31.1
TMEM63C,0.019790811,TMEM63C,Approved symbol,TMEM63C,transmembrane protein 63C,HGNC:23787,14q24.3
IFITM2,-0.019784154,IFITM2,Approved symbol,IFITM2,interferon induced transmembrane protein 2,HGNC:5413,11p15.5
TIMP1,-0.019782353,TIMP1,Approved symbol,TIMP1,TIMP metallopeptidase inhibitor 1,HGNC:11820,Xp11.3
ACSL4,-0.019780692,ACSL4,Approved symbol,ACSL4,acyl-CoA synthetase long chain family member 4,HGNC:3571,Xq23
PTAFR,-0.01976513,PTAFR,Approved symbol,PTAFR,platelet activating factor receptor,HGNC:9582,1p35.3
TNF,-0.019755527,TNF,Approved symbol,TNF,tumor necrosis factor,HGNC:11892,6p21.33
DAPP1,-0.019753617,DAPP1,Approved symbol,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,HGNC:16500,4q23
CLCN4,-0.019753153,CLCN4,Approved symbol,CLCN4,chloride voltage-gated channel 4,HGNC:2022,Xp22.2
BCL2A1,-0.019746829,BCL2A1,Approved symbol,BCL2A1,BCL2 related protein A1,HGNC:991,15q25.1
LGI2,-0.019745633,LGI2,Approved symbol,LGI2,leucine rich repeat LGI family member 2,HGNC:18710,4p15.2
IL21R,-0.01973654,IL21R,Approved symbol,IL21R,interleukin 21 receptor,HGNC:6006,16p12.1
ASAP1,-0.019731596,ASAP1,Approved symbol,ASAP1,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1",HGNC:2720,8q24.21-q24.22
MT1M,0.019730459,MT1M,Approved symbol,MT1M,metallothionein 1M,HGNC:14296,16q13
TNC,-0.019729469,TNC,Approved symbol,TNC,tenascin C,HGNC:5318,9q33.1
FCRL5,-0.019727358,FCRL5,Approved symbol,FCRL5,Fc receptor like 5,HGNC:18508,1q23.1
STRA6,-0.019725447,STRA6,Approved symbol,STRA6,signaling receptor and transporter of retinol STRA6,HGNC:30650,15q24.1
PLEKHG2,-0.019717919,PLEKHG2,Approved symbol,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,HGNC:29515,19q13.2
THRB,0.019717266,THRB,Approved symbol,THRB,thyroid hormone receptor beta,HGNC:11799,3p24.2
NNMT,-0.019709019,NNMT,Approved symbol,NNMT,nicotinamide N-methyltransferase,HGNC:7861,11q23.2
ZADH2,0.01969549,ZADH2,Approved symbol,ZADH2,zinc binding alcohol dehydrogenase domain containing 2,HGNC:28697,18q22.3
IL1RL1,-0.0196931,IL1RL1,Approved symbol,IL1RL1,interleukin 1 receptor like 1,HGNC:5998,2q12.1
HSPD1P6,-0.019693099,HSPD1P6,Approved symbol,HSPD1P6,heat shock protein family D (Hsp60) member 1 pseudogene 6,HGNC:5267,3p22.2
ATP10D,-0.019688777,ATP10D,Approved symbol,ATP10D,ATPase phospholipid transporting 10D (putative),HGNC:13549,4p12
FMN2,0.019686117,FMN2,Approved symbol,FMN2,formin 2,HGNC:14074,1q43
SLC26A6,0.019684184,SLC26A6,Approved symbol,SLC26A6,solute carrier family 26 member 6,HGNC:14472,3p21.31
AC017002.1,-0.019683047,AC017002.1,Unmatched,AC017002.1,,,
PHLPP1,0.019677665,PHLPP1,Approved symbol,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,HGNC:20610,18q21.33
C21orf33,0.019676315,C21orf33,Previous symbol,GATD3A,glutamine amidotransferase like class 1 domain containing 3A,HGNC:1273,21q22.3
LCP2,-0.019676162,LCP2,Approved symbol,LCP2,lymphocyte cytosolic protein 2,HGNC:6529,5q35.1
CIITA,-0.019672485,CIITA,Approved symbol,CIITA,class II major histocompatibility complex transactivator,HGNC:7067,16p13.13
SRGAP2,-0.0196696,SRGAP2,Approved symbol,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,HGNC:19751,1q32.1
SCGN,0.019667489,SCGN,Approved symbol,SCGN,"secretagogin, EF-hand calcium binding protein",HGNC:16941,6p22.2
CTD-2008P7.9,0.019659289,CTD-2008P7.9,Unmatched,CTD-2008P7.9,,,
ZNF704,0.019652819,ZNF704,Approved symbol,ZNF704,zinc finger protein 704,HGNC:32291,8q21.13
F2R,-0.019650169,F2R,Approved symbol,F2R,coagulation factor II thrombin receptor,HGNC:3537,5q13.3
FITM2,0.019647224,FITM2,Approved symbol,FITM2,fat storage inducing transmembrane protein 2,HGNC:16135,20q13.12
SWAP70,-0.019640248,SWAP70,Approved symbol,SWAP70,switching B cell complex subunit SWAP70,HGNC:17070,11p15.4
AQP9,-0.019638311,AQP9,Approved symbol,AQP9,aquaporin 9,HGNC:643,15q21.3
UBD,-0.019637703,UBD,Approved symbol,UBD,ubiquitin D,HGNC:18795,6p22.1
ICAM1,-0.019637169,ICAM1,Approved symbol,ICAM1,intercellular adhesion molecule 1,HGNC:5344,19p13.2
GPR132,-0.019632825,GPR132,Approved symbol,GPR132,G protein-coupled receptor 132,HGNC:17482,14q32.33
SLC2A3,-0.019630095,SLC2A3,Approved symbol,SLC2A3,solute carrier family 2 member 3,HGNC:11007,12p13.31
OSMR,-0.019629699,OSMR,Approved symbol,OSMR,oncostatin M receptor,HGNC:8507,5p13.1
IGHG3,-0.019627891,IGHG3,Approved symbol,IGHG3,immunoglobulin heavy constant gamma 3 (G3m marker),HGNC:5527,14q32.33
IL23A,-0.019627575,IL23A,Approved symbol,IL23A,interleukin 23 subunit alpha,HGNC:15488,12q13.3
SERPINB3,-0.019623896,SERPINB3,Approved symbol,SERPINB3,serpin family B member 3,HGNC:10569,18q21.33
LIMS1,-0.019613183,LIMS1,Approved symbol,LIMS1,LIM zinc finger domain containing 1,HGNC:6616,2q12.3
TMX3,-0.019607137,TMX3,Approved symbol,TMX3,thioredoxin related transmembrane protein 3,HGNC:24718,18q22.1
TAPSAR1,-0.019606006,TAPSAR1,Previous symbol,PSMB8-AS1,PSMB8 antisense RNA 1 (head to head),HGNC:39758,6p21.32
AC106876.2,0.01960266,AC106876.2,Unmatched,AC106876.2,,,
CSRP2,-0.019598829,CSRP2,Approved symbol,CSRP2,cysteine and glycine rich protein 2,HGNC:2470,12q21.2
IFI44,-0.019598642,IFI44,Approved symbol,IFI44,interferon induced protein 44,HGNC:16938,1p31.1
SPECC1L,0.019598634,SPECC1L,Approved symbol,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like,HGNC:29022,22q11.23
MMP9,-0.01959764,MMP9,Approved symbol,MMP9,matrix metallopeptidase 9,HGNC:7176,20q13.12
MOSPD1,0.019594466,MOSPD1,Approved symbol,MOSPD1,motile sperm domain containing 1,HGNC:25235,Xq26.3
ABCC6P2,0.019592569,ABCC6P2,Approved symbol,ABCC6P2,ATP binding cassette subfamily C member 6 pseudogene 2,HGNC:33353,16p13.11
PLXNA2,0.019588967,PLXNA2,Approved symbol,PLXNA2,plexin A2,HGNC:9100,1q32.2
ADAM8,-0.019583951,ADAM8,Approved symbol,ADAM8,ADAM metallopeptidase domain 8,HGNC:215,10q26.3
FPR1,-0.019571234,FPR1,Approved symbol,FPR1,formyl peptide receptor 1,HGNC:3826,19q13.41
SPPL3,0.019569644,SPPL3,Approved symbol,SPPL3,signal peptide peptidase like 3,HGNC:30424,12q24.31
PPP2R3A,0.019568587,PPP2R3A,Approved symbol,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha,HGNC:9307,3q22.2-q22.3
RXFP4,0.019568469,RXFP4,Approved symbol,RXFP4,relaxin family peptide/INSL5 receptor 4,HGNC:14666,1q22
PLA2G12A,0.019564926,PLA2G12A,Approved symbol,PLA2G12A,phospholipase A2 group XIIA,HGNC:18554,4q25
UCK2,0.019561217,UCK2,Approved symbol,UCK2,uridine-cytidine kinase 2,HGNC:12562,1q24.1
LPCAT1,-0.019560863,LPCAT1,Approved symbol,LPCAT1,lysophosphatidylcholine acyltransferase 1,HGNC:25718,5p15.33
RP11-316P17.2,-0.019559924,RP11-316P17.2,Unmatched,RP11-316P17.2,,,
BGN,-0.019559425,BGN,Approved symbol,BGN,biglycan,HGNC:1044,Xq28
RPL10L,0.019559401,RPL10L,Approved symbol,RPL10L,ribosomal protein L10 like,HGNC:17976,14q21.2
IMPA2,0.019559304,IMPA2,Approved symbol,IMPA2,inositol monophosphatase 2,HGNC:6051,18p11.21
EFNA4,0.019556951,EFNA4,Approved symbol,EFNA4,ephrin A4,HGNC:3224,1q21.3
MTL5,0.01955233,MTL5,Previous symbol,TESMIN,testis expressed metallothionein like protein,HGNC:7446,11q13.3
C1orf172,0.019551179,C1orf172,Previous symbol,KDF1,keratinocyte differentiation factor 1,HGNC:26624,1p36.11
LCNL1,-0.019550532,LCNL1,Approved symbol,LCNL1,lipocalin like 1,HGNC:34436,9q34.3
TREM1,-0.019548456,TREM1,Approved symbol,TREM1,triggering receptor expressed on myeloid cells 1,HGNC:17760,6p21.1
VSIG10,0.019543758,VSIG10,Approved symbol,VSIG10,V-set and immunoglobulin domain containing 10,HGNC:26078,12q24.23
RARB,-0.019528862,RARB,Approved symbol,RARB,retinoic acid receptor beta,HGNC:9865,3p24.2
C1orf216,-0.019525644,C1orf216,Approved symbol,C1orf216,chromosome 1 open reading frame 216,HGNC:26800,1p34.3
ZBTB32,-0.019524236,ZBTB32,Approved symbol,ZBTB32,zinc finger and BTB domain containing 32,HGNC:16763,19q13.12
RP5-837J1.2,0.019513904,RP5-837J1.2,Unmatched,RP5-837J1.2,,,
MSC,-0.019512312,MSC,Approved symbol,MSC,musculin,HGNC:7321,8q13.3
USP35,-0.019511502,USP35,Approved symbol,USP35,ubiquitin specific peptidase 35,HGNC:20061,11q14.1
EPB41L4B,0.019509772,EPB41L4B,Approved symbol,EPB41L4B,erythrocyte membrane protein band 4.1 like 4B,HGNC:19818,9q31.3
AC010149.4,-0.019502856,AC010149.4,Unmatched,AC010149.4,,,
ADAMTS4,-0.019501533,ADAMTS4,Approved symbol,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,HGNC:220,1q23.3
HSH2D,-0.019501518,HSH2D,Approved symbol,HSH2D,hematopoietic SH2 domain containing,HGNC:24920,19p13.11
C2orf54,0.019493061,C2orf54,Previous symbol,MAB21L4,mab-21 like 4,HGNC:26216,2q37.3
RHOQ,-0.01949124,RHOQ,Approved symbol,RHOQ,ras homolog family member Q,HGNC:17736,2p21
ASIC2,0.019470492,ASIC2,Approved symbol,ASIC2,acid sensing ion channel subunit 2,HGNC:99,17q11.2-q12
PDE4B,-0.01946878,PDE4B,Approved symbol,PDE4B,phosphodiesterase 4B,HGNC:8781,1p31.3
RP11-303E16.2,-0.019457447,RP11-303E16.2,Unmatched,RP11-303E16.2,,,
GPN2,0.019454736,GPN2,Approved symbol,GPN2,GPN-loop GTPase 2,HGNC:25513,1p36.11
PPP1R26-AS1,0.019450165,PPP1R26-AS1,Approved symbol,PPP1R26-AS1,PPP1R26 antisense RNA 1,HGNC:48717,9q34.3
CTC-241F20.3,-0.019449081,CTC-241F20.3,Unmatched,CTC-241F20.3,,,
FAM210B,0.019448669,FAM210B,Approved symbol,FAM210B,family with sequence similarity 210 member B,HGNC:16102,20q13.2
LEPRE1,-0.019445757,LEPRE1,Previous symbol,P3H1,prolyl 3-hydroxylase 1,HGNC:19316,1p34.2
MAML3,0.019444939,MAML3,Approved symbol,MAML3,mastermind like transcriptional coactivator 3,HGNC:16272,4q31.1
RP11-396O20.2,0.019444905,RP11-396O20.2,Unmatched,RP11-396O20.2,,,
THEMIS2,-0.019444096,THEMIS2,Approved symbol,THEMIS2,thymocyte selection associated family member 2,HGNC:16839,1p35.3
FANCA,-0.019431706,FANCA,Approved symbol,FANCA,FA complementation group A,HGNC:3582,16q24.3
RASSF5,-0.019431329,RASSF5,Approved symbol,RASSF5,Ras association domain family member 5,HGNC:17609,1q32.1
OLFM4,-0.019431058,OLFM4,Approved symbol,OLFM4,olfactomedin 4,HGNC:17190,13q14.3
TSPAN7,0.019430243,TSPAN7,Approved symbol,TSPAN7,tetraspanin 7,HGNC:11854,Xp11.4
IL21,-0.019428335,IL21,Approved symbol,IL21,interleukin 21,HGNC:6005,4q27
ZMYND15,-0.019427863,ZMYND15,Approved symbol,ZMYND15,zinc finger MYND-type containing 15,HGNC:20997,17p13.2
MVB12B,0.019426497,MVB12B,Approved symbol,MVB12B,multivesicular body subunit 12B,HGNC:23368,9q33.3
ST3GAL5,-0.019411997,ST3GAL5,Approved symbol,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",HGNC:10872,2p11.2
GPR65,-0.019404443,GPR65,Approved symbol,GPR65,G protein-coupled receptor 65,HGNC:4517,14q31.3
FAM92A1,-0.019395054,FAM92A1,Previous symbol,CIBAR1,CBY1 interacting BAR domain containing 1,HGNC:30452,8q22.1
FJX1,-0.019394438,FJX1,Approved symbol,FJX1,four-jointed box kinase 1,HGNC:17166,11p13
KIAA1737,0.019388713,KIAA1737,Previous symbol,CIPC,CLOCK interacting pacemaker,HGNC:20365,14q24.3
RP11-536O18.2,-0.019388256,RP11-536O18.2,Unmatched,RP11-536O18.2,,,
CHI3L1,-0.019387889,CHI3L1,Approved symbol,CHI3L1,chitinase 3 like 1,HGNC:1932,1q32.1
OTOP2,0.019386848,OTOP2,Approved symbol,OTOP2,otopetrin 2,HGNC:19657,17q25.1
TNFAIP2,-0.019385551,TNFAIP2,Approved symbol,TNFAIP2,TNF alpha induced protein 2,HGNC:11895,14q32.32
RP11-526F3.1,0.019382422,RP11-526F3.1,Unmatched,RP11-526F3.1,,,
IKBIP,-0.019381655,IKBIP,Approved symbol,IKBIP,IKBKB interacting protein,HGNC:26430,12q23.1
FRAT2,0.019380477,FRAT2,Approved symbol,FRAT2,FRAT regulator of WNT signaling pathway 2,HGNC:16048,10q24.1
AC066593.1,0.019380455,AC066593.1,Unmatched,AC066593.1,,,
INTS3,-0.019374761,INTS3,Approved symbol,INTS3,integrator complex subunit 3,HGNC:26153,1q21.3
CTA-384D8.34,-0.019374527,CTA-384D8.34,Unmatched,CTA-384D8.34,,,
OR7E12P,-0.019373098,OR7E12P,Approved symbol,OR7E12P,olfactory receptor family 7 subfamily E member 12 pseudogene,HGNC:8383,11p15.4
STAT4,-0.019372374,STAT4,Approved symbol,STAT4,signal transducer and activator of transcription 4,HGNC:11365,2q32.2-q32.3
PPP1R18,-0.019368151,PPP1R18,Approved symbol,PPP1R18,protein phosphatase 1 regulatory subunit 18,HGNC:29413,6p21.33
TESC,-0.019367544,TESC,Approved symbol,TESC,tescalcin,HGNC:26065,12q24.22
CLDN18,-0.019364285,CLDN18,Approved symbol,CLDN18,claudin 18,HGNC:2039,3q22.3
CDH3,-0.019363561,CDH3,Approved symbol,CDH3,cadherin 3,HGNC:1762,16q22.1
PNKD,0.019360145,PNKD,Approved symbol,PNKD,PNKD metallo-beta-lactamase domain containing,HGNC:9153,2q35
GZMB,-0.019359631,GZMB,Approved symbol,GZMB,granzyme B,HGNC:4709,14q12
LCP1,-0.019357683,LCP1,Approved symbol,LCP1,lymphocyte cytosolic protein 1,HGNC:6528,13q14.13
ADCY6,0.019357051,ADCY6,Approved symbol,ADCY6,adenylate cyclase 6,HGNC:237,12q13.12
SLC25A5-AS1,0.019352967,SLC25A5-AS1,Approved symbol,SLC25A5-AS1,SLC25A5 antisense RNA 1,HGNC:43438,Xq24
DOK3,-0.019351113,DOK3,Approved symbol,DOK3,docking protein 3,HGNC:24583,5q35.3
CTD-2521M24.9,-0.019349011,CTD-2521M24.9,Unmatched,CTD-2521M24.9,,,
ISX,0.019343603,ISX,Approved symbol,ISX,intestine specific homeobox,HGNC:28084,22q12.3
CBX2,-0.019337998,CBX2,Approved symbol,CBX2,chromobox 2,HGNC:1552,17q25.3
BCL6,-0.01933291,BCL6,Approved symbol,BCL6,BCL6 transcription repressor,HGNC:1001,3q27.3
TENM4,-0.019332658,TENM4,Approved symbol,TENM4,teneurin transmembrane protein 4,HGNC:29945,11q14.1
CYSLTR2,-0.01932768,CYSLTR2,Approved symbol,CYSLTR2,cysteinyl leukotriene receptor 2,HGNC:18274,13q14.2
EFCAB5,0.019324428,EFCAB5,Approved symbol,EFCAB5,EF-hand calcium binding domain 5,HGNC:24801,17q11.2
GAB1,0.019316162,GAB1,Approved symbol,GAB1,GRB2 associated binding protein 1,HGNC:4066,4q31.21
CLYBL,0.019309707,CLYBL,Approved symbol,CLYBL,citramalyl-CoA lyase,HGNC:18355,13q32.3
PIGZ,0.019307102,PIGZ,Approved symbol,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z,HGNC:30596,3q29
ARHGAP5-AS1,0.019305984,ARHGAP5-AS1,Approved symbol,ARHGAP5-AS1,ARHGAP5 antisense RNA 1 (head to head),HGNC:20279,14q12
MIR4454,-0.01930246,MIR4454,Approved symbol,MIR4454,microRNA 4454,HGNC:41553,4q32.2
RP4-758J24.5,0.019297302,RP4-758J24.5,Unmatched,RP4-758J24.5,,,
BICD1,-0.019295499,BICD1,Approved symbol,BICD1,BICD cargo adaptor 1,HGNC:1049,12p11.21
CEP135,-0.019288579,CEP135,Approved symbol,CEP135,centrosomal protein 135,HGNC:29086,4q12
EGR3,-0.019287026,EGR3,Approved symbol,EGR3,early growth response 3,HGNC:3240,8p21.3
ADAMTS6,-0.019277959,ADAMTS6,Approved symbol,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,HGNC:222,5q12.3
NDUFA10,0.019277615,NDUFA10,Approved symbol,NDUFA10,NADH:ubiquinone oxidoreductase subunit A10,HGNC:7684,2q37.3
AMT,0.019273775,AMT,Approved symbol,AMT,aminomethyltransferase,HGNC:473,3p21.31
IL26,-0.019271833,IL26,Approved symbol,IL26,interleukin 26,HGNC:17119,12q15
ZC3H14,0.019271782,ZC3H14,Approved symbol,ZC3H14,zinc finger CCCH-type containing 14,HGNC:20509,14q31.3
RP11-33O4.1,0.01926523,RP11-33O4.1,Unmatched,RP11-33O4.1,,,
RNF185,0.019262873,RNF185,Approved symbol,RNF185,ring finger protein 185,HGNC:26783,22q12.2
ZNF844,0.019262684,ZNF844,Approved symbol,ZNF844,zinc finger protein 844,HGNC:25932,19p13.2
PDE10A,-0.019251101,PDE10A,Approved symbol,PDE10A,phosphodiesterase 10A,HGNC:8772,6q27
CDX2,0.019248935,CDX2,Approved symbol,CDX2,caudal type homeobox 2,HGNC:1806,13q12.2
MMD,-0.019248143,MMD,Approved symbol,MMD,monocyte to macrophage differentiation associated,HGNC:7153,17q22
EMR1,-0.019247068,EMR1,Previous symbol,ADGRE1,adhesion G protein-coupled receptor E1,HGNC:3336,19p13.3-p13.2
DUSP14,-0.01924669,DUSP14,Approved symbol,DUSP14,dual specificity phosphatase 14,HGNC:17007,17q12
SCAP,0.019242854,SCAP,Approved symbol,SCAP,SREBF chaperone,HGNC:30634,3p21.31
BMP3,0.019241269,BMP3,Approved symbol,BMP3,bone morphogenetic protein 3,HGNC:1070,4q21.21
UNC5CL,-0.01923508,UNC5CL,Approved symbol,UNC5CL,unc-5 family C-terminal like,HGNC:21203,6p21.1
CHST11,-0.019233448,CHST11,Approved symbol,CHST11,carbohydrate sulfotransferase 11,HGNC:17422,12q23.3
FER1L4,-0.019232508,FER1L4,Approved symbol,FER1L4,fer-1 like family member 4 (pseudogene),HGNC:15801,20q11.22
GRK5,-0.019229919,GRK5,Approved symbol,GRK5,G protein-coupled receptor kinase 5,HGNC:4544,10q26.11
SLC7A5,-0.019228415,SLC7A5,Approved symbol,SLC7A5,solute carrier family 7 member 5,HGNC:11063,16q24.2
LGALS12,-0.019228117,LGALS12,Approved symbol,LGALS12,galectin 12,HGNC:15788,11q12.3
MSNP1,-0.01922786,MSNP1,Approved symbol,MSNP1,moesin pseudogene 1,HGNC:7374,5p14.1
PPFIBP2,0.019222944,PPFIBP2,Approved symbol,PPFIBP2,PPFIA binding protein 2,HGNC:9250,11p15.4
EAPP,0.019221078,EAPP,Approved symbol,EAPP,E2F associated phosphoprotein,HGNC:19312,14q13.1
KRT80,-0.019218532,KRT80,Approved symbol,KRT80,keratin 80,HGNC:27056,12q13.13
CHP2,0.019217738,CHP2,Approved symbol,CHP2,calcineurin like EF-hand protein 2,HGNC:24927,16p12.2
CDC7,-0.019214122,CDC7,Approved symbol,CDC7,cell division cycle 7,HGNC:1745,1p22.1
EHD3,-0.019210457,EHD3,Approved symbol,EHD3,EH domain containing 3,HGNC:3244,2p23.1
TNFAIP8,-0.019207454,TNFAIP8,Approved symbol,TNFAIP8,TNF alpha induced protein 8,HGNC:17260,5q23.1
PRR15,0.019201153,PRR15,Approved symbol,PRR15,proline rich 15,HGNC:22310,7p14.3
LAMTOR4,0.019200721,LAMTOR4,Approved symbol,LAMTOR4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",HGNC:33772,7q22.1
CEP164,-0.019198807,CEP164,Approved symbol,CEP164,centrosomal protein 164,HGNC:29182,11q23.3
PHEX,-0.019194331,PHEX,Approved symbol,PHEX,phosphate regulating endopeptidase homolog X-linked,HGNC:8918,Xp22.11
DUSP10,-0.019193604,DUSP10,Approved symbol,DUSP10,dual specificity phosphatase 10,HGNC:3065,1q41
SNX20,-0.019191941,SNX20,Approved symbol,SNX20,sorting nexin 20,HGNC:30390,16q12.1
FMNL1,-0.019191314,FMNL1,Approved symbol,FMNL1,formin like 1,HGNC:1212,17q21.31
CENPP,-0.019185533,CENPP,Approved symbol,CENPP,centromere protein P,HGNC:32933,9q22.31
ADAM19,-0.019184568,ADAM19,Approved symbol,ADAM19,ADAM metallopeptidase domain 19,HGNC:197,5q33.3
SLA,-0.019181354,SLA,Approved symbol,SLA,Src like adaptor,HGNC:10902,8q24.22
CXCR2,-0.019178904,CXCR2,Approved symbol,CXCR2,C-X-C motif chemokine receptor 2,HGNC:6027,2q35
TAGAP,-0.019177212,TAGAP,Approved symbol,TAGAP,T cell activation RhoGTPase activating protein,HGNC:15669,6q25.3
DAZL,-0.019169054,DAZL,Approved symbol,DAZL,deleted in azoospermia like,HGNC:2685,3p24.3
ALOXE3,-0.019166895,ALOXE3,Approved symbol,ALOXE3,arachidonate lipoxygenase 3,HGNC:13743,17p13.1
CHRNA1,0.019165527,CHRNA1,Approved symbol,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,HGNC:1955,2q31.1
LINC00152,-0.019164241,LINC00152,Previous symbol,CYTOR,cytoskeleton regulator RNA,HGNC:28717,2p11.2
C9orf139,-0.019163301,C9orf139,Approved symbol,C9orf139,chromosome 9 putative open reading frame 139,HGNC:31426,9q34.3
